"moral_id","book_id","title","AuthorFirstName","AuthorLastName","Date","Language","Country","Class","model","input_type","moral_num","moral"
4852,"2016_Healy,MarkR_DawnofProcyon_SF.txt","DawnofProcyon","MarkR.","Healy",2016,"English","","LOWRATE","GPT","chunk_summary",1,"Compassion can redeem even a reckless choice."
4853,"2016_Healy,MarkR_DawnofProcyon_SF.txt","DawnofProcyon","MarkR.","Healy",2016,"English","","LOWRATE","GPT","chunk_summary",2,"Survival belongs to those who adapt before they despair."
4854,"2016_Healy,MarkR_DawnofProcyon_SF.txt","DawnofProcyon","MarkR.","Healy",2016,"English","","LOWRATE","GPT","chunk_summary",3,"Seeing someone’s hidden burdens is the first step toward justice."
4855,"2016_Healy,MarkR_DawnofProcyon_SF.txt","DawnofProcyon","MarkR.","Healy",2016,"English","","LOWRATE","GPT","plotArc_summary",1,"Survival belongs to those who adapt faster than fear."
4856,"2016_Healy,MarkR_DawnofProcyon_SF.txt","DawnofProcyon","MarkR.","Healy",2016,"English","","LOWRATE","GPT","plotArc_summary",2,"What hunts you can also teach you how to fight back."
4857,"2016_Healy,MarkR_DawnofProcyon_SF.txt","DawnofProcyon","MarkR.","Healy",2016,"English","","LOWRATE","GPT","plotArc_summary",3,"Escaping alive matters little if you ignore the warning."
4858,"2016_Healy,MarkR_DawnofProcyon_SF.txt","DawnofProcyon","MarkR.","Healy",2016,"English","","LOWRATE","GPT","memory",1,"Survival means nothing without the courage to choose who you become."
4859,"2016_Healy,MarkR_DawnofProcyon_SF.txt","DawnofProcyon","MarkR.","Healy",2016,"English","","LOWRATE","GPT","memory",2,"The unknown is conquered not by force alone, but by trust and sacrifice."
4860,"2016_Healy,MarkR_DawnofProcyon_SF.txt","DawnofProcyon","MarkR.","Healy",2016,"English","","LOWRATE","GPT","memory",3,"When humanity reaches for new worlds, it must also face itself."
4861,"2016_Healy,MarkR_DawnofProcyon_SF.txt","DawnofProcyon","MarkR.","Healy",2016,"English","","LOWRATE","Gemini","full_text",1,"True survival demands facing the pain of the past rather than running from it."
4862,"2016_Healy,MarkR_DawnofProcyon_SF.txt","DawnofProcyon","MarkR.","Healy",2016,"English","","LOWRATE","Gemini","full_text",2,"Ambition is worthless if it requires the sacrifice of your humanity."
4863,"2016_Healy,MarkR_DawnofProcyon_SF.txt","DawnofProcyon","MarkR.","Healy",2016,"English","","LOWRATE","Gemini","full_text",3,"Ingenuity and an unbroken spirit can overcome the most insurmountable odds."
4864,"2016_Healy,MarkR_DawnofProcyon_SF.txt","DawnofProcyon","MarkR.","Healy",2016,"English","","LOWRATE","Gemini","chunk_summary",1,"True compassion often demands defying a heartless system."
4865,"2016_Healy,MarkR_DawnofProcyon_SF.txt","DawnofProcyon","MarkR.","Healy",2016,"English","","LOWRATE","Gemini","chunk_summary",2,"Ingenuity is the ultimate lifeline when all other resources fail."
4866,"2016_Healy,MarkR_DawnofProcyon_SF.txt","DawnofProcyon","MarkR.","Healy",2016,"English","","LOWRATE","Gemini","chunk_summary",3,"A person's true worth is found in their hidden sacrifices, not their public reputation."
4867,"2016_Healy,MarkR_DawnofProcyon_SF.txt","DawnofProcyon","MarkR.","Healy",2016,"English","","LOWRATE","Gemini","plotArc_summary",1,"Reckless pursuits often unearth nightmares far greater than the prize."
4868,"2016_Healy,MarkR_DawnofProcyon_SF.txt","DawnofProcyon","MarkR.","Healy",2016,"English","","LOWRATE","Gemini","plotArc_summary",2,"The tools of your enemy can become the armor of your survival."
4869,"2016_Healy,MarkR_DawnofProcyon_SF.txt","DawnofProcyon","MarkR.","Healy",2016,"English","","LOWRATE","Gemini","plotArc_summary",3,"Surviving the battle is merely the prelude to the war."
4870,"2016_Healy,MarkR_DawnofProcyon_SF.txt","DawnofProcyon","MarkR.","Healy",2016,"English","","LOWRATE","Gemini","memory",1,"True survival requires understanding the unknown, not merely destroying it."
4871,"2016_Healy,MarkR_DawnofProcyon_SF.txt","DawnofProcyon","MarkR.","Healy",2016,"English","","LOWRATE","Gemini","memory",2,"Progress measured only in profit inevitably pays its price in blood."
4872,"2016_Healy,MarkR_DawnofProcyon_SF.txt","DawnofProcyon","MarkR.","Healy",2016,"English","","LOWRATE","Gemini","memory",3,"A new world cannot thrive if built upon the same destructive habits that ruined the old one."
4873,"2016_Healy,MarkR_DawnofProcyon_SF.txt","DawnofProcyon","MarkR.","Healy",2016,"English","","LOWRATE","Claude","full_text",1,"Compassion for one life is the measure of our humanity."
4874,"2016_Healy,MarkR_DawnofProcyon_SF.txt","DawnofProcyon","MarkR.","Healy",2016,"English","","LOWRATE","Claude","full_text",2,"Running from grief only delays the reckoning."
4875,"2016_Healy,MarkR_DawnofProcyon_SF.txt","DawnofProcyon","MarkR.","Healy",2016,"English","","LOWRATE","Claude","full_text",3,"Survival belongs to the resourceful, not the strongest."
4876,"2016_Healy,MarkR_DawnofProcyon_SF.txt","DawnofProcyon","MarkR.","Healy",2016,"English","","LOWRATE","Claude","chunk_summary",1,"One act of loyalty can cost everything—and still be worth it."
4877,"2016_Healy,MarkR_DawnofProcyon_SF.txt","DawnofProcyon","MarkR.","Healy",2016,"English","","LOWRATE","Claude","chunk_summary",2,"The truth about a person is written in what they give away, not what they keep."
4878,"2016_Healy,MarkR_DawnofProcyon_SF.txt","DawnofProcyon","MarkR.","Healy",2016,"English","","LOWRATE","Claude","chunk_summary",3,"Survival is not a solo effort: even the most isolated soul needs someone to drive out at dawn."
4879,"2016_Healy,MarkR_DawnofProcyon_SF.txt","DawnofProcyon","MarkR.","Healy",2016,"English","","LOWRATE","Claude","plotArc_summary",1,"Survival belongs to those who adapt using whatever is at hand."
4880,"2016_Healy,MarkR_DawnofProcyon_SF.txt","DawnofProcyon","MarkR.","Healy",2016,"English","","LOWRATE","Claude","plotArc_summary",2,"Even in the darkest captivity, the will to warn others can outlast personal suffering."
4881,"2016_Healy,MarkR_DawnofProcyon_SF.txt","DawnofProcyon","MarkR.","Healy",2016,"English","","LOWRATE","Claude","plotArc_summary",3,"Every escape is only the beginning of a greater battle."
4882,"2016_Houghton,Jude_Autonomy_SF.txt","Autonomy","Jude","Houghton",2016,"English","","LOWRATE","GPT","full_text",1,"A system that treats people as tools will eventually teach them to break it."
4883,"2016_Houghton,Jude_Autonomy_SF.txt","Autonomy","Jude","Houghton",2016,"English","","LOWRATE","GPT","full_text",2,"Comfort built on others’ suffering is a debt that always comes due."
4884,"2016_Houghton,Jude_Autonomy_SF.txt","Autonomy","Jude","Houghton",2016,"English","","LOWRATE","GPT","full_text",3,"Even in a world built on control, truth can still set history on fire."
4885,"2016_Houghton,Jude_Autonomy_SF.txt","Autonomy","Jude","Houghton",2016,"English","","LOWRATE","GPT","chunk_summary",1,"A system that prices human life will always spend it cheaply."
4886,"2016_Houghton,Jude_Autonomy_SF.txt","Autonomy","Jude","Houghton",2016,"English","","LOWRATE","GPT","chunk_summary",2,"Convenience becomes captivity when power can reach inside the mind."
4887,"2016_Houghton,Jude_Autonomy_SF.txt","Autonomy","Jude","Houghton",2016,"English","","LOWRATE","GPT","chunk_summary",3,"Truth is dangerous because it can break the stories that keep oppression alive."
4888,"2016_Houghton,Jude_Autonomy_SF.txt","Autonomy","Jude","Houghton",2016,"English","","LOWRATE","GPT","plotArc_summary",1,"Truth is the spark that topples empires built on lies."
4889,"2016_Houghton,Jude_Autonomy_SF.txt","Autonomy","Jude","Houghton",2016,"English","","LOWRATE","GPT","plotArc_summary",2,"When power treats people as property, rebellion becomes survival."
4890,"2016_Houghton,Jude_Autonomy_SF.txt","Autonomy","Jude","Houghton",2016,"English","","LOWRATE","GPT","plotArc_summary",3,"Freedom begins when the faithful dare to question their gods."
4891,"2016_Houghton,Jude_Autonomy_SF.txt","Autonomy","Jude","Houghton",2016,"English","","LOWRATE","GPT","memory",1,"Freedom without responsibility becomes another kind of cage."
4892,"2016_Houghton,Jude_Autonomy_SF.txt","Autonomy","Jude","Houghton",2016,"English","","LOWRATE","GPT","memory",2,"The right to choose means little without the courage to question."
4893,"2016_Houghton,Jude_Autonomy_SF.txt","Autonomy","Jude","Houghton",2016,"English","","LOWRATE","GPT","memory",3,"Systems endure when people surrender their conscience to convenience."
4894,"2016_Houghton,Jude_Autonomy_SF.txt","Autonomy","Jude","Houghton",2016,"English","","LOWRATE","Gemini","full_text",1,"A civilization that measures human life solely by its economic utility has already destroyed its humanity."
4895,"2016_Houghton,Jude_Autonomy_SF.txt","Autonomy","Jude","Houghton",2016,"English","","LOWRATE","Gemini","full_text",2,"No empire built upon comforting illusions can withstand the devastating power of the truth."
4896,"2016_Houghton,Jude_Autonomy_SF.txt","Autonomy","Jude","Houghton",2016,"English","","LOWRATE","Gemini","full_text",3,"The relentless pursuit of vengeance hollows out the soul until the avenger becomes the monster they hunt."
4897,"2016_Houghton,Jude_Autonomy_SF.txt","Autonomy","Jude","Houghton",2016,"English","","LOWRATE","Gemini","chunk_summary",1,"When human life is reduced to a corporate commodity, progress becomes indistinguishable from atrocity."
4898,"2016_Houghton,Jude_Autonomy_SF.txt","Autonomy","Jude","Houghton",2016,"English","","LOWRATE","Gemini","chunk_summary",2,"The promise of a fabricated afterlife is the oppressor's greatest tool for enslaving the living."
4899,"2016_Houghton,Jude_Autonomy_SF.txt","Autonomy","Jude","Houghton",2016,"English","","LOWRATE","Gemini","chunk_summary",3,"Absolute technological control does not eradicate rebellion, but merely forces it to evolve."
4900,"2016_Houghton,Jude_Autonomy_SF.txt","Autonomy","Jude","Houghton",2016,"English","","LOWRATE","Gemini","plotArc_summary",1,"A single spark of truth can burn down an empire of lies."
4901,"2016_Houghton,Jude_Autonomy_SF.txt","Autonomy","Jude","Houghton",2016,"English","","LOWRATE","Gemini","plotArc_summary",2,"When human life becomes a commodity, rebellion becomes a necessity."
4902,"2016_Houghton,Jude_Autonomy_SF.txt","Autonomy","Jude","Houghton",2016,"English","","LOWRATE","Gemini","plotArc_summary",3,"True freedom requires the courage to abandon a comfortable system for an unknown reality."
4903,"2016_Houghton,Jude_Autonomy_SF.txt","Autonomy","Jude","Houghton",2016,"English","","LOWRATE","Gemini","memory",1,"True freedom is found in the burden of choice, not the comfort of automation."
4904,"2016_Houghton,Jude_Autonomy_SF.txt","Autonomy","Jude","Houghton",2016,"English","","LOWRATE","Gemini","memory",2,"When we outsource our struggles to machines, we forfeit the very essence of our humanity."
4905,"2016_Houghton,Jude_Autonomy_SF.txt","Autonomy","Jude","Houghton",2016,"English","","LOWRATE","Gemini","memory",3,"A system designed to think for you will eventually decide it no longer needs you."
4906,"2016_Houghton,Jude_Autonomy_SF.txt","Autonomy","Jude","Houghton",2016,"English","","LOWRATE","Claude","full_text",1,"Truth, once observed, cannot be unobserved."
4907,"2016_Houghton,Jude_Autonomy_SF.txt","Autonomy","Jude","Houghton",2016,"English","","LOWRATE","Claude","full_text",2,"Those who control information control humanity."
4908,"2016_Houghton,Jude_Autonomy_SF.txt","Autonomy","Jude","Houghton",2016,"English","","LOWRATE","Claude","full_text",3,"Survival without dignity is just a slower death."
4909,"2016_Houghton,Jude_Autonomy_SF.txt","Autonomy","Jude","Houghton",2016,"English","","LOWRATE","Claude","chunk_summary",1,"The machine grinds on whether you feed it willingly or are fed into it."
4910,"2016_Houghton,Jude_Autonomy_SF.txt","Autonomy","Jude","Houghton",2016,"English","","LOWRATE","Claude","chunk_summary",2,"Truth is the one weapon power cannot afford to let you keep."
4911,"2016_Houghton,Jude_Autonomy_SF.txt","Autonomy","Jude","Houghton",2016,"English","","LOWRATE","Claude","chunk_summary",3,"Every system built on someone else's suffering will eventually demand yours."
4912,"2016_Houghton,Jude_Autonomy_SF.txt","Autonomy","Jude","Houghton",2016,"English","","LOWRATE","Claude","plotArc_summary",1,"Truth, once released, cannot be recaged."
4913,"2016_Houghton,Jude_Autonomy_SF.txt","Autonomy","Jude","Houghton",2016,"English","","LOWRATE","Claude","plotArc_summary",2,"Power built on lies carries the seeds of its own destruction."
4914,"2016_Houghton,Jude_Autonomy_SF.txt","Autonomy","Jude","Houghton",2016,"English","","LOWRATE","Claude","plotArc_summary",3,"The most dangerous weapon against tyranny is a mind that refuses to obey."
4915,"2016_Marsden,Monty_Missing_MY.txt","Missing","Monty","Marsden",2016,"English","","LOWRATE","GPT","full_text",1,"Evil thrives in silence, but truth endures until it is found."
4916,"2016_Marsden,Monty_Missing_MY.txt","Missing","Monty","Marsden",2016,"English","","LOWRATE","GPT","full_text",2,"Even the broken can become the ones who save others."
4917,"2016_Marsden,Monty_Missing_MY.txt","Missing","Monty","Marsden",2016,"English","","LOWRATE","GPT","full_text",3,"Love without honesty becomes another kind of harm."
4918,"2016_Marsden,Monty_Missing_MY.txt","Missing","Monty","Marsden",2016,"English","","LOWRATE","GPT","chunk_summary",1,"The truth hides deepest where love and fear conspire."
4919,"2016_Marsden,Monty_Missing_MY.txt","Missing","Monty","Marsden",2016,"English","","LOWRATE","GPT","chunk_summary",2,"A monster can wear the face of the familiar."
4920,"2016_Marsden,Monty_Missing_MY.txt","Missing","Monty","Marsden",2016,"English","","LOWRATE","GPT","chunk_summary",3,"Broken people can still help bring darkness to light."
4921,"2016_Marsden,Monty_Missing_MY.txt","Missing","Monty","Marsden",2016,"English","","LOWRATE","GPT","plotArc_summary",1,"Even a broken voice can speak the truth that saves a life."
4922,"2016_Marsden,Monty_Missing_MY.txt","Missing","Monty","Marsden",2016,"English","","LOWRATE","GPT","plotArc_summary",2,"The past stays deadly until someone dares to face it."
4923,"2016_Marsden,Monty_Missing_MY.txt","Missing","Monty","Marsden",2016,"English","","LOWRATE","GPT","plotArc_summary",3,"Justice may arrive scarred, but it still arrives."
4924,"2016_Marsden,Monty_Missing_MY.txt","Missing","Monty","Marsden",2016,"English","","LOWRATE","GPT","memory",1,"The truth rarely stays buried."
4925,"2016_Marsden,Monty_Missing_MY.txt","Missing","Monty","Marsden",2016,"English","","LOWRATE","GPT","memory",2,"Loyalty is tested most when fear takes hold."
4926,"2016_Marsden,Monty_Missing_MY.txt","Missing","Monty","Marsden",2016,"English","","LOWRATE","GPT","memory",3,"Growing up means facing what others avoid."
4927,"2016_Marsden,Monty_Missing_MY.txt","Missing","Monty","Marsden",2016,"English","","LOWRATE","Gemini","full_text",1,"Unfathomable grief can awaken the most primal vengeance."
4928,"2016_Marsden,Monty_Missing_MY.txt","Missing","Monty","Marsden",2016,"English","","LOWRATE","Gemini","full_text",2,"A parent's greatest sacrifice is bearing the unbearable sins of their child."
4929,"2016_Marsden,Monty_Missing_MY.txt","Missing","Monty","Marsden",2016,"English","","LOWRATE","Gemini","full_text",3,"A shattered voice cannot silence a determined mind."
4930,"2016_Marsden,Monty_Missing_MY.txt","Missing","Monty","Marsden",2016,"English","","LOWRATE","Gemini","chunk_summary",1,"Secrets buried to protect the innocent often become the breeding ground for true monsters."
4931,"2016_Marsden,Monty_Missing_MY.txt","Missing","Monty","Marsden",2016,"English","","LOWRATE","Gemini","chunk_summary",2,"Blaming the broken only blinds us to the evil hiding in plain sight."
4932,"2016_Marsden,Monty_Missing_MY.txt","Missing","Monty","Marsden",2016,"English","","LOWRATE","Gemini","chunk_summary",3,"Grief strips away the veneer of civilization, leaving only a primal hunger for retribution."
4933,"2016_Marsden,Monty_Missing_MY.txt","Missing","Monty","Marsden",2016,"English","","LOWRATE","Gemini","plotArc_summary",1,"A broken body cannot silence a brilliant mind."
4934,"2016_Marsden,Monty_Missing_MY.txt","Missing","Monty","Marsden",2016,"English","","LOWRATE","Gemini","plotArc_summary",2,"The deepest grief can forge the sharpest instrument of justice."
4935,"2016_Marsden,Monty_Missing_MY.txt","Missing","Monty","Marsden",2016,"English","","LOWRATE","Gemini","plotArc_summary",3,"True compassion sometimes requires carrying the heavy burden of an unspoken truth."
4936,"2016_Marsden,Monty_Missing_MY.txt","Missing","Monty","Marsden",2016,"English","","LOWRATE","Gemini","memory",1,"The hardest truths to find are the ones we hide from ourselves."
4937,"2016_Marsden,Monty_Missing_MY.txt","Missing","Monty","Marsden",2016,"English","","LOWRATE","Gemini","memory",2,"Absence leaves a heavier footprint than presence."
4938,"2016_Marsden,Monty_Missing_MY.txt","Missing","Monty","Marsden",2016,"English","","LOWRATE","Gemini","memory",3,"In the search for another, we inevitably uncover who we truly are."
4939,"2016_Marsden,Monty_Missing_MY.txt","Missing","Monty","Marsden",2016,"English","","LOWRATE","Claude","full_text",1,"The nameless deserve justice as much as the famous."
4940,"2016_Marsden,Monty_Missing_MY.txt","Missing","Monty","Marsden",2016,"English","","LOWRATE","Claude","full_text",2,"A father's love can outlast both speech and reason."
4941,"2016_Marsden,Monty_Missing_MY.txt","Missing","Monty","Marsden",2016,"English","","LOWRATE","Claude","full_text",3,"The monster you hunt may live next door, not in the shadows you fear."
4942,"2016_Marsden,Monty_Missing_MY.txt","Missing","Monty","Marsden",2016,"English","","LOWRATE","Claude","chunk_summary",1,"The monster next door wears the face of a neighbor."
4943,"2016_Marsden,Monty_Missing_MY.txt","Missing","Monty","Marsden",2016,"English","","LOWRATE","Claude","chunk_summary",2,"Justice and truth are not always the same destination."
4944,"2016_Marsden,Monty_Missing_MY.txt","Missing","Monty","Marsden",2016,"English","","LOWRATE","Claude","chunk_summary",3,"A father's love can be both a weapon and a wound."
4945,"2016_Marsden,Monty_Missing_MY.txt","Missing","Monty","Marsden",2016,"English","","LOWRATE","Claude","plotArc_summary",1,"Courage is not the absence of limitation, but the refusal to be defined by it."
4946,"2016_Marsden,Monty_Missing_MY.txt","Missing","Monty","Marsden",2016,"English","","LOWRATE","Claude","plotArc_summary",2,"Justice sometimes arrives through grief rather than the law."
4947,"2016_Marsden,Monty_Missing_MY.txt","Missing","Monty","Marsden",2016,"English","","LOWRATE","Claude","plotArc_summary",3,"Protecting the living can mean keeping the secrets of the dead."
4948,"2016_Raven,James_TheDepraved_MY.txt","TheDepraved","James","Raven",2016,"English","","LOWRATE","GPT","full_text",1,"Fame can open doors, but it also paints a target."
4949,"2016_Raven,James_TheDepraved_MY.txt","TheDepraved","James","Raven",2016,"English","","LOWRATE","GPT","full_text",2,"Evil thrives when wealth and power believe they are above consequence."
4950,"2016_Raven,James_TheDepraved_MY.txt","TheDepraved","James","Raven",2016,"English","","LOWRATE","GPT","full_text",3,"Survival begins the moment you refuse to surrender hope."
4951,"2016_Raven,James_TheDepraved_MY.txt","TheDepraved","James","Raven",2016,"English","","LOWRATE","GPT","chunk_summary",1,"Fame can draw predators as easily as applause."
4952,"2016_Raven,James_TheDepraved_MY.txt","TheDepraved","James","Raven",2016,"English","","LOWRATE","GPT","chunk_summary",2,"The mask of friendship can hide monstrous evil."
4953,"2016_Raven,James_TheDepraved_MY.txt","TheDepraved","James","Raven",2016,"English","","LOWRATE","GPT","chunk_summary",3,"Survival begins the moment fear refuses to surrender."
4954,"2016_Raven,James_TheDepraved_MY.txt","TheDepraved","James","Raven",2016,"English","","LOWRATE","GPT","plotArc_summary",1,"Fame can attract predators, but truth brings them down."
4955,"2016_Raven,James_TheDepraved_MY.txt","TheDepraved","James","Raven",2016,"English","","LOWRATE","GPT","plotArc_summary",2,"Power without conscience turns luxury into a prison."
4956,"2016_Raven,James_TheDepraved_MY.txt","TheDepraved","James","Raven",2016,"English","","LOWRATE","GPT","plotArc_summary",3,"Justice must move faster than fear."
4957,"2016_Raven,James_TheDepraved_MY.txt","TheDepraved","James","Raven",2016,"English","","LOWRATE","GPT","memory",1,"Evil thrives where silence is mistaken for safety."
4958,"2016_Raven,James_TheDepraved_MY.txt","TheDepraved","James","Raven",2016,"English","","LOWRATE","GPT","memory",2,"The masks people wear can hide monsters in plain sight."
4959,"2016_Raven,James_TheDepraved_MY.txt","TheDepraved","James","Raven",2016,"English","","LOWRATE","GPT","memory",3,"When justice sleeps, the depraved grow bold."
4960,"2016_Raven,James_TheDepraved_MY.txt","TheDepraved","James","Raven",2016,"English","","LOWRATE","Gemini","full_text",1,"The brightest spotlights often attract the darkest predators."
4961,"2016_Raven,James_TheDepraved_MY.txt","TheDepraved","James","Raven",2016,"English","","LOWRATE","Gemini","full_text",2,"Limitless wealth buys the freedom to indulge limitless depravity."
4962,"2016_Raven,James_TheDepraved_MY.txt","TheDepraved","James","Raven",2016,"English","","LOWRATE","Gemini","full_text",3,"The most dangerous monsters hide behind the smiles of trusted friends."
4963,"2016_Raven,James_TheDepraved_MY.txt","TheDepraved","James","Raven",2016,"English","","LOWRATE","Gemini","chunk_summary",1,"The brightest spotlight often attracts the darkest predators."
4964,"2016_Raven,James_TheDepraved_MY.txt","TheDepraved","James","Raven",2016,"English","","LOWRATE","Gemini","chunk_summary",2,"The most dangerous monsters can hide behind the mask of a generous friend."
4965,"2016_Raven,James_TheDepraved_MY.txt","TheDepraved","James","Raven",2016,"English","","LOWRATE","Gemini","chunk_summary",3,"Extreme wealth breeds the dangerous illusion that human lives are mere commodities to be collected."
4966,"2016_Raven,James_TheDepraved_MY.txt","TheDepraved","James","Raven",2016,"English","","LOWRATE","Gemini","plotArc_summary",1,"Great wealth often masks the darkest of sins."
4967,"2016_Raven,James_TheDepraved_MY.txt","TheDepraved","James","Raven",2016,"English","","LOWRATE","Gemini","plotArc_summary",2,"The brightest spotlights attract the most dangerous predators."
4968,"2016_Raven,James_TheDepraved_MY.txt","TheDepraved","James","Raven",2016,"English","","LOWRATE","Gemini","plotArc_summary",3,"Those who deal in violence are ultimately consumed by it."
4969,"2016_Raven,James_TheDepraved_MY.txt","TheDepraved","James","Raven",2016,"English","","LOWRATE","Gemini","memory",1,"Vengeance disguised as justice only breeds further depravity."
4970,"2016_Raven,James_TheDepraved_MY.txt","TheDepraved","James","Raven",2016,"English","","LOWRATE","Gemini","memory",2,"The willing spectator of cruelty is always an accomplice to the crime."
4971,"2016_Raven,James_TheDepraved_MY.txt","TheDepraved","James","Raven",2016,"English","","LOWRATE","Gemini","memory",3,"Technology does not create human darkness; it merely provides it an audience."
4972,"2016_Raven,James_TheDepraved_MY.txt","TheDepraved","James","Raven",2016,"English","","LOWRATE","Claude","full_text",1,"Fame is a spotlight that attracts both admirers and predators."
4973,"2016_Raven,James_TheDepraved_MY.txt","TheDepraved","James","Raven",2016,"English","","LOWRATE","Claude","full_text",2,"Wealth without conscience is just cruelty with better resources."
4974,"2016_Raven,James_TheDepraved_MY.txt","TheDepraved","James","Raven",2016,"English","","LOWRATE","Claude","full_text",3,"The truth unravels even the most elaborate web of lies."
4975,"2016_Raven,James_TheDepraved_MY.txt","TheDepraved","James","Raven",2016,"English","","LOWRATE","Claude","chunk_summary",1,"Fame is a spotlight that attracts both admirers and predators."
4976,"2016_Raven,James_TheDepraved_MY.txt","TheDepraved","James","Raven",2016,"English","","LOWRATE","Claude","chunk_summary",2,"The most dangerous monsters hide behind the faces of friends and benefactors."
4977,"2016_Raven,James_TheDepraved_MY.txt","TheDepraved","James","Raven",2016,"English","","LOWRATE","Claude","chunk_summary",3,"Justice is cold comfort when lives are shattered beyond repair."
4978,"2016_Raven,James_TheDepraved_MY.txt","TheDepraved","James","Raven",2016,"English","","LOWRATE","Claude","plotArc_summary",1,"Wealth and power are no shield against justice."
4979,"2016_Raven,James_TheDepraved_MY.txt","TheDepraved","James","Raven",2016,"English","","LOWRATE","Claude","plotArc_summary",2,"Persistence in the face of danger is the price of saving lives."
4980,"2016_Raven,James_TheDepraved_MY.txt","TheDepraved","James","Raven",2016,"English","","LOWRATE","Claude","plotArc_summary",3,"Evil unravels when its own allies turn against it."
4981,"2016_RussellFearn,John_TheFiveMatchboxes_MY.txt","TheFiveMatchboxes","John","RussellFearn",2016,"English","","LOWRATE","GPT","full_text",1,"Secrets buried for years still cast deadly shadows."
4982,"2016_RussellFearn,John_TheFiveMatchboxes_MY.txt","TheFiveMatchboxes","John","RussellFearn",2016,"English","","LOWRATE","GPT","full_text",2,"Fear distorts judgment until small cruelties grow into great wrongs."
4983,"2016_RussellFearn,John_TheFiveMatchboxes_MY.txt","TheFiveMatchboxes","John","RussellFearn",2016,"English","","LOWRATE","GPT","full_text",3,"A perfect scheme can be undone by one unpredictable truth."
4984,"2016_RussellFearn,John_TheFiveMatchboxes_MY.txt","TheFiveMatchboxes","John","RussellFearn",2016,"English","","LOWRATE","GPT","chunk_summary",1,"Buried crimes cast the longest shadows."
4985,"2016_RussellFearn,John_TheFiveMatchboxes_MY.txt","TheFiveMatchboxes","John","RussellFearn",2016,"English","","LOWRATE","GPT","chunk_summary",2,"Fear makes prisoners long before bars do."
4986,"2016_RussellFearn,John_TheFiveMatchboxes_MY.txt","TheFiveMatchboxes","John","RussellFearn",2016,"English","","LOWRATE","GPT","chunk_summary",3,"A perfect cover-up unravels on the smallest detail."
4987,"2016_RussellFearn,John_TheFiveMatchboxes_MY.txt","TheFiveMatchboxes","John","RussellFearn",2016,"English","","LOWRATE","GPT","plotArc_summary",1,"Blackmail plants the seed of its own destruction."
4988,"2016_RussellFearn,John_TheFiveMatchboxes_MY.txt","TheFiveMatchboxes","John","RussellFearn",2016,"English","","LOWRATE","GPT","plotArc_summary",2,"An impossible crime often hides a simple truth."
4989,"2016_RussellFearn,John_TheFiveMatchboxes_MY.txt","TheFiveMatchboxes","John","RussellFearn",2016,"English","","LOWRATE","GPT","plotArc_summary",3,"Buried sins do not stay buried."
4990,"2016_RussellFearn,John_TheFiveMatchboxes_MY.txt","TheFiveMatchboxes","John","RussellFearn",2016,"English","","LOWRATE","GPT","memory",1,"Curiosity can unlock wonders, but it also invites danger."
4991,"2016_RussellFearn,John_TheFiveMatchboxes_MY.txt","TheFiveMatchboxes","John","RussellFearn",2016,"English","","LOWRATE","GPT","memory",2,"Power without wisdom turns discovery into disaster."
4992,"2016_RussellFearn,John_TheFiveMatchboxes_MY.txt","TheFiveMatchboxes","John","RussellFearn",2016,"English","","LOWRATE","GPT","memory",3,"The smallest clues can decide the fate of worlds."
4993,"2016_RussellFearn,John_TheFiveMatchboxes_MY.txt","TheFiveMatchboxes","John","RussellFearn",2016,"English","","LOWRATE","Gemini","full_text",1,"A new identity can never outrun the shadow of an old crime."
4994,"2016_RussellFearn,John_TheFiveMatchboxes_MY.txt","TheFiveMatchboxes","John","RussellFearn",2016,"English","","LOWRATE","Gemini","full_text",2,"The seemingly impossible is often just the improbable waiting for a logical explanation."
4995,"2016_RussellFearn,John_TheFiveMatchboxes_MY.txt","TheFiveMatchboxes","John","RussellFearn",2016,"English","","LOWRATE","Gemini","full_text",3,"In striving to construct the perfect deception, the guilty inevitably weave the snare that catches them."
4996,"2016_RussellFearn,John_TheFiveMatchboxes_MY.txt","TheFiveMatchboxes","John","RussellFearn",2016,"English","","LOWRATE","Gemini","chunk_summary",1,"The fruits of blackmail eventually poison the hand that harvests them."
4997,"2016_RussellFearn,John_TheFiveMatchboxes_MY.txt","TheFiveMatchboxes","John","RussellFearn",2016,"English","","LOWRATE","Gemini","chunk_summary",2,"No web of deception is intricate enough to permanently trap the truth."
4998,"2016_RussellFearn,John_TheFiveMatchboxes_MY.txt","TheFiveMatchboxes","John","RussellFearn",2016,"English","","LOWRATE","Gemini","chunk_summary",3,"A life built on exploiting the dark secrets of others becomes a prison of paranoia."
4999,"2016_RussellFearn,John_TheFiveMatchboxes_MY.txt","TheFiveMatchboxes","John","RussellFearn",2016,"English","","LOWRATE","Gemini","plotArc_summary",1,"The wages of blackmail are always paid in blood."
5000,"2016_RussellFearn,John_TheFiveMatchboxes_MY.txt","TheFiveMatchboxes","John","RussellFearn",2016,"English","","LOWRATE","Gemini","plotArc_summary",2,"A locked door cannot keep out a fate that is already sealed."
5001,"2016_RussellFearn,John_TheFiveMatchboxes_MY.txt","TheFiveMatchboxes","John","RussellFearn",2016,"English","","LOWRATE","Gemini","plotArc_summary",3,"Blood spilled to bury a secret only washes it to the surface."
